dataProcessDependencyId,dataProcess,sourceObjectSchema,sourceObjectName,destinationObjectSchema,destinationObjectName,isEnabled,isTestPromoteEnvironment,isProdPromoteEnvironment
207,gold,NULL,NULL,destimator,fact_estimate_general,1,1,1
208,gold,NULL,NULL,destimator,fact_estimate_hmf,1,1,1
209,gold,NULL,NULL,destimator,fact_estimate_office,1,1,1
210,gold,NULL,NULL,destimator,fact_estimate_parking,1,1,1
211,gold,NULL,NULL,destimator,fact_estimate_project,1,1,1
212,gold,NULL,NULL,destimator,fact_estimate_renovation,1,1,1
213,gold,NULL,NULL,destimator,fact_estimate_sm,1,1,1
214,gold,destimator,dim_estimate,destimator,fact_estimate_general,1,1,1
215,gold,destimator,dim_estimate,destimator,fact_estimate_hmf,1,1,1
216,gold,destimator,dim_estimate,destimator,fact_estimate_office,1,1,1
217,gold,destimator,dim_estimate,destimator,fact_estimate_parking,1,1,1
218,gold,destimator,dim_estimate,destimator,fact_estimate_project,1,1,1
219,gold,destimator,dim_estimate,destimator,fact_estimate_renovation,1,1,1
220,gold,destimator,dim_estimate,destimator,fact_estimate_sm,1,1,1
221,gold,NULL,NULL,prolog,fact_budget,1,1,1
222,gold,NULL,NULL,prolog,fact_change_order_requests,1,1,1
223,gold,NULL,NULL,prolog,fact_contact_list_by_project_number,1,1,1
224,gold,NULL,NULL,prolog,fact_contract_sched_of_values,1,1,1
225,gold,NULL,NULL,prolog,fact_contracts,1,1,1
226,gold,NULL,NULL,prolog,fact_daily_reports,1,1,1
227,gold,NULL,NULL,prolog,fact_fieldpo,1,1,1
228,gold,NULL,NULL,prolog,fact_pccos,1,1,1
229,gold,NULL,NULL,prolog,fact_potential_change_orders,1,1,1
230,gold,NULL,NULL,prolog,fact_potential_changeorder_line_items,1,1,1
231,gold,NULL,NULL,prolog,fact_projects_with_assigned_roles,1,1,1
232,gold,NULL,NULL,prolog,fact_request_for_information,1,1,1
233,gold,NULL,NULL,prolog,fact_safety,1,1,1
234,gold,NULL,NULL,prolog,fact_sub_contract_change_order,1,1,1
235,gold,NULL,NULL,prolog,fact_submittal_reviewers,1,1,1
236,gold,NULL,NULL,prolog,fact_submittals,1,1,1
237,gold,NULL,NULL,cmt,destimator_enrbuildingcostindex,1,1,1
238,gold,NULL,NULL,cmt,destimator_estimatedatadetails_general,1,1,1
239,gold,NULL,NULL,cmt,destimator_estimatedatadetails_hmf,1,1,1
240,gold,NULL,NULL,cmt,destimator_estimatedatadetails_office,1,1,1
241,gold,NULL,NULL,cmt,destimator_estimatedatadetails_parking,1,1,1
242,gold,NULL,NULL,cmt,destimator_estimatedatadetails_project,1,1,1
243,gold,NULL,NULL,cmt,destimator_estimatedatadetails_renovation,1,1,1
244,gold,NULL,NULL,cmt,destimator_estimatedatadetails_sm,1,1,1
245,gold,NULL,NULL,cmt,destimator_estimatefeedatadetails,1,1,1
246,gold,NULL,NULL,cmt,destimator_estimatesummarydatadetails,1,1,1
247,gold,NULL,NULL,cmt,destimator_historicalcostdata,1,1,1
248,gold,NULL,NULL,cmt,destimator_rsmeansescalator,1,1,1
249,gold,NULL,NULL,cmt,destimator_sundtcmt_st_dictionary,1,1,1
250,gold,NULL,NULL,cosential,bridge_cosential_project_opportunity_contact,1,1,1
251,gold,NULL,NULL,cosential,dim_construction_type,1,1,1
252,gold,NULL,NULL,cosential,dim_cosential_company,1,1,1
253,gold,NULL,NULL,cosential,dim_cosential_contact,1,1,1
254,gold,NULL,NULL,cosential,dim_cosential_project_opportunity_hierarchy,1,1,1
255,gold,NULL,NULL,cosential,dim_office,1,1,1
256,gold,NULL,NULL,cosential,dim_opportunity,1,1,1
257,gold,NULL,NULL,cosential,dim_opportunity_staff,1,1,1
258,gold,NULL,NULL,cosential,dim_personnel,1,1,1
259,gold,NULL,NULL,cosential,dim_project_awards,1,1,1
260,gold,NULL,NULL,cosential,dim_project_certifications,1,1,1
261,gold,NULL,NULL,cosential,dim_project_fees_contract,1,1,1
262,gold,NULL,NULL,cosential,dim_project_joint_venture,1,1,1
263,gold,NULL,NULL,cosential,dim_project_joint_venture_other,1,1,1
264,gold,NULL,NULL,cosential,dim_project_market,1,1,1
265,gold,NULL,NULL,cosential,dim_project_reference,1,1,1
266,gold,NULL,NULL,cosential,dim_project_staff,1,1,1
267,gold,NULL,NULL,cosential,dim_project_type,1,1,1
268,gold,NULL,NULL,cosential,dim_studio,1,1,1
269,gold,NULL,NULL,cosential,dim_subproject,1,1,1
270,gold,NULL,NULL,cosential,dim_type,1,1,1
271,gold,NULL,NULL,cosential,fact_opportunity,1,1,1
272,gold,NULL,NULL,cosential,fact_project,1,1,1
273,gold,conformed,dim_date,cosential,fact_opportunity,1,1,1
274,gold,conformed,dim_project,cosential,bridge_cosential_project_opportunity_contact,1,1,1
275,gold,conformed,dim_project,cosential,dim_cosential_project_opportunity_hierarchy,1,1,1
276,gold,conformed,dim_project,cosential,dim_opportunity,1,1,1
277,gold,conformed,dim_project,cosential,dim_project_awards,1,1,1
278,gold,conformed,dim_project,cosential,dim_project_certifications,1,1,1
279,gold,conformed,dim_project,cosential,dim_project_fees_contract,1,1,1
280,gold,conformed,dim_project,cosential,dim_project_joint_venture,1,1,1
281,gold,conformed,dim_project,cosential,dim_project_joint_venture_other,1,1,1
282,gold,conformed,dim_project,cosential,dim_project_market,1,1,1
283,gold,conformed,dim_project,cosential,dim_project_reference,1,1,1
284,gold,conformed,dim_project,cosential,dim_project_staff,1,1,1
285,gold,conformed,dim_project,cosential,dim_project_type,1,1,1
286,gold,conformed,dim_project,cosential,dim_subproject,1,1,1
287,gold,conformed,dim_project,cosential,fact_opportunity,1,1,1
288,gold,conformed,dim_project,cosential,fact_project,1,1,1
289,gold,conformed,dim_zipcodes,cosential,dim_opportunity,0,1,1
290,gold,conformed,dim_zipcodes,cosential,fact_opportunity,0,1,1
291,gold,cosential,dim_cosential_company,cosential,dim_cosential_contact,1,1,1
292,gold,cosential,dim_cosential_company,cosential,dim_opportunity,1,1,1
293,gold,cosential,dim_cosential_company,cosential,fact_opportunity,1,1,1
294,gold,cosential,dim_cosential_contact,cosential,bridge_cosential_project_opportunity_contact,1,1,1
295,gold,cosential,dim_opportunity,cosential,dim_office,1,1,1
296,gold,cosential,dim_opportunity,cosential,dim_opportunity_staff,1,1,1
297,gold,cosential,dim_opportunity,cosential,dim_studio,1,1,1
298,gold,cosential,dim_opportunity,cosential,fact_opportunity,1,1,1
299,gold,cosential,fact_project,cosential,dim_project_awards,1,1,1
300,gold,cosential,fact_project,cosential,dim_project_certifications,1,1,1
301,gold,cosential,fact_project,cosential,dim_project_joint_venture,1,1,1
302,gold,cosential,fact_project,cosential,dim_project_joint_venture_other,1,1,1
303,gold,cosential,fact_project,cosential,dim_project_market,1,1,1
304,gold,cosential,fact_project,cosential,dim_project_reference,1,1,1
305,gold,cosential,fact_project,cosential,dim_project_staff,1,1,1
306,gold,cosential,fact_project,cosential,dim_project_type,1,1,1
307,gold,cosential,fact_project,cosential,dim_subproject,1,1,1
308,gold,NULL,NULL,proforma,fact_proforma,1,1,1
309,gold,NULL,NULL,operation_financials,fact_executive_summary,1,1,1
310,gold,conformed,dim_date,operation_financials,fact_executive_summary,1,1,1
311,gold,conformed,dim_project,operation_financials,fact_executive_summary,1,1,1
312,gold,conformed,dim_project,proforma,fact_proforma,1,1,1
313,gold,NULL,NULL,operation_financials,fact_wpr_weekly,NULL,1,1
314,gold,NULL,NULL,operation_financials,stg_fact_wpr_weekly,0,1,1
315,gold,NULL,NULL,operation_financials_v,dim_account_master_lvl7_v,NULL,1,1
316,gold,NULL,NULL,operation_financials_v,fact_wpr_weekly_rpt_v,0,1,1
317,gold,NULL,NULL,schedule_v,fact_average_daily_labor_by_date_v,NULL,1,1
318,gold,NULL,NULL,schedule_v,fact_average_daily_labor_v,NULL,1,1
319,gold,NULL,NULL,schedule_v,fact_task_current_max_week_v,NULL,1,1
320,gold,conformed,dim_project,operation_financials,fact_wpr_weekly,NULL,1,1
321,gold,operation_financials,dim_account_master,operation_financials,fact_wpr_weekly,NULL,1,1
322,gold,operation_financials,dim_account_master,operation_financials_v,dim_account_master_lvl7_v,NULL,1,1
323,gold,operation_financials,dim_account_master,operation_financials_v,fact_wpr_weekly_rpt_v,0,1,1
324,gold,operation_financials,fact_account_balance,operation_financials,fact_wpr_weekly,NULL,1,1
325,gold,operation_financials,fact_account_balance,operation_financials,stg_fact_wpr_weekly,0,1,1
326,gold,operation_financials,fact_wpr_weekly,operation_financials_v,fact_wpr_weekly_rpt_v,0,1,1
327,gold,operation_financials,stg_fact_wpr_weekly,operation_financials,fact_wpr_weekly,0,1,1
328,gold,schedule,fact_task,schedule_v,fact_average_daily_labor_by_date_v,NULL,1,1
329,gold,schedule,fact_task,schedule_v,fact_average_daily_labor_v,NULL,1,1
330,gold,schedule,fact_task,schedule_v,fact_task_current_max_week_v,NULL,1,1
331,gold,schedule,dim_task,schedule_v,fact_task_current_max_week_v,NULL,1,1
332,gold,NULL,NULL,cosential_v,fact_opportunity_current_v,1,1,1
333,gold,cosential,fact_opportunity,cosential_v,fact_opportunity_current_v,1,1,1
334,gold,NULL,NULL,cosential,fact_opportunity_notes,1,1,1
335,gold,conformed,dim_date,cosential,fact_opportunity_notes,1,1,1
336,gold,cosential,dim_opportunity,cosential,fact_opportunity_notes,1,1,1
337,gold,cosential,dim_personnel,cosential,fact_opportunity_notes,1,1,1
338,gold,equipment,dim_equipment,equipment,fact_equipment_site_rate_integration_log,1,1,1
339,gold,equipment,dim_equipment_rate_group,equipment,fact_equipment_site_rate_integration_log,1,1,1
340,gold,equipment,dim_equipment_status,equipment,fact_equipment_site_rate_integration_log,1,1,1
341,gold,equipment,fact_equipment_site_rate_integration_log,equipment_secured_v,fact_equipment_site_rates_ineight_current_v,1,1,1
342,gold,NULL,NULL,equipment,dim_equipment,1,1,1
343,gold,NULL,NULL,equipment,dim_equipment_rate_group,1,1,1
344,gold,NULL,NULL,equipment,dim_equipment_status,1,1,1
345,gold,NULL,NULL,equipment,fact_equipment_site_rate_integration_log,1,1,1
346,gold,conformed,dim_date,equipment,fact_equipment_site_rate_integration_log,1,1,1
347,gold,conformed,dim_project,equipment,dim_equipment,1,1,1
348,gold,conformed,dim_project,equipment,fact_equipment_site_rate_integration_log,1,1,1
349,gold,NULL,NULL,mpr,data_import_log,1,1,1
350,gold,NULL,NULL,mpr,stg_account_balances,1,1,1
351,gold,NULL,NULL,mpr,stg_account_master,1,1,1
352,gold,NULL,NULL,mpr,stg_billing_summary,1,1,1
353,gold,NULL,NULL,mpr,stg_contracts,1,1,1
354,gold,NULL,NULL,mpr,stg_employee_project,1,1,1
355,gold,NULL,NULL,security,ref_user_project_role,1,1,1
356,gold,NULL,NULL,web_app_integration,project_notes_export,1,1,1
357,gold,conformed,dim_date,mpr,stg_account_balances,1,1,1
358,gold,conformed,dim_date,mpr,stg_billing_summary,1,1,1
359,gold,conformed,dim_project,mpr,stg_account_balances,1,1,1
360,gold,conformed,dim_project,mpr,stg_billing_summary,1,1,1
361,gold,conformed,dim_project,mpr,stg_contracts,1,1,1
362,gold,conformed,dim_project,mpr,stg_employee_project,1,1,1
363,gold,conformed,dim_project,security,ref_user_project_role,1,1,1
364,gold,mpr,stg_account_balances,mpr,data_import_log,1,1,1
365,gold,mpr,stg_account_master,mpr,data_import_log,1,1,1
366,gold,mpr,stg_billing_summary,mpr,data_import_log,1,1,1
367,gold,mpr,stg_contracts,mpr,data_import_log,1,1,1
368,gold,mpr,stg_employee_project,mpr,data_import_log,1,1,1
369,gold,operation_financials,dim_account_master,mpr,stg_account_balances,1,1,1
370,gold,operation_financials,dim_account_master,mpr,stg_account_master,1,1,1
371,gold,operation_financials,fact_account_balance,mpr,stg_account_balances,1,1,1
372,gold,prolog,fact_change_order_requests,mpr,stg_contracts,1,1,1
373,gold,prolog,fact_pccos,mpr,stg_contracts,1,1,1
374,gold,prolog,fact_potential_change_orders,mpr,stg_contracts,1,1,1
375,gold,prolog,fact_prolog_contracts,mpr,stg_contracts,1,1,1
376,gold,operation_financials,fact_project_billing,mpr,stg_billing_summary,1,1,1
377,gold,operation_financials,fact_project_cash_position,mpr,stg_billing_summary,1,1,1
378,gold,security,ref_user_project_role,mpr,stg_employee_project,1,1,1
379,gold,security,stg_user_defined_permission_override,mpr,stg_employee_project,0,1,1
380,gold,NULL,NULL,project_mgmt_core,fact_project_details,1,1,1
381,gold,conformed,dim_date,project_mgmt_core,fact_project_details,1,1,1
382,gold,conformed,dim_project,project_mgmt_core,fact_project_details,1,1,1
383,gold,NULL,NULL,equipment,fact_equipment,1,1,1
384,gold,NULL,NULL,equipment,fact_equipment_gl_trans,1,1,1
385,gold,NULL,NULL,equipment_v,dim_account_master_all_v,1,1,1
386,gold,NULL,NULL,operation_financials,dim_document_type,1,1,1
387,gold,NULL,NULL,operation_financials,dim_ledger_type,1,1,1
388,gold,conformed,dim_company,equipment,fact_equipment_gl_trans,1,1,1
389,gold,conformed,dim_date,equipment,fact_equipment,1,1,1
390,gold,conformed,dim_date,equipment,fact_equipment_gl_trans,1,1,1
391,gold,conformed,dim_project,equipment,fact_equipment,1,1,1
392,gold,conformed,dim_project,equipment,fact_equipment_gl_trans,1,1,1
393,gold,conformed,dim_project,equipment_v,dim_project_bu_all_v,1,1,1
394,gold,equipment,dim_equipment,equipment,fact_equipment,1,1,1
395,gold,equipment,dim_equipment,equipment,fact_equipment_gl_trans,1,1,1
396,gold,equipment,dim_equipment_rate_group,equipment,fact_equipment,1,1,1
397,gold,equipment,dim_equipment_status,equipment,fact_equipment,1,1,1
398,gold,operation_financials,dim_account_master,equipment,fact_equipment_gl_trans,1,1,1
399,gold,equipment,fact_equipment,equipment_v,fact_equipment_rental_in_service_v,1,1,1
400,gold,operation_financials,dim_document_type,equipment,fact_equipment_gl_trans,1,1,1
401,gold,operation_financials,dim_ledger_type,equipment,fact_equipment_gl_trans,1,1,1
406,gold,NULL,NULL,cosential,dim_cosential_states,1,1,1
407,gold,NULL,NULL,cosential,dim_project_consultants,1,1,1
408,gold,NULL,NULL,cosential,dim_project_consultants_contacts,1,1,1
409,gold,NULL,NULL,cosential,dim_project_descriptions,1,1,1
410,gold,NULL,NULL,cosential,dim_project_owner_client,1,1,1
411,gold,NULL,NULL,cosential,dim_project_owner_client_contacts,1,1,1
412,gold,NULL,NULL,cosential,dim_service_types,1,1,1
413,gold,NULL,NULL,cosential,dim_project_reference_testimonials,1,1,1
414,gold,NULL,NULL,safety,dim_ineight_role,1,1,1
415,gold,conformed,dim_project,cosential,dim_project_consultants,1,1,1
416,gold,conformed,dim_project,cosential,dim_project_consultants_contacts,1,1,1
417,gold,conformed,dim_project,cosential,dim_project_descriptions,1,1,1
418,gold,conformed,dim_project,cosential,dim_project_owner_client,1,1,1
419,gold,conformed,dim_project,cosential,dim_project_owner_client_contacts,1,1,1
420,gold,conformed,dim_project,cosential,dim_service_types,1,1,1
421,gold,conformed,dim_project,cosential,dim_project_reference_testimonials,1,1,1
422,gold,cosential,fact_project,cosential,dim_project_consultants,1,1,1
423,gold,cosential,fact_project,cosential,dim_project_consultants_contacts,1,1,1
402,gold,NULL,NULL,equipment,fact_equipment_status_history,1,1,1
403,gold,conformed,dim_date,equipment,fact_equipment_status_history,1,1,1
404,gold,equipment,dim_equipment,equipment,fact_equipment_status_history,1,1,1
405,gold,equipment,dim_equipment_status,equipment,fact_equipment_status_history,1,1,1
429,gold,NULL,NULL,cosential,dim_project_documents,1,1,1
430,gold,NULL,NULL,security,stg_user_cosential_opportunity_relationship,1,1,1
431,gold,NULL,NULL,security,stg_user_cosential_project_relationship,1,1,1
432,gold,conformed,dim_project,cosential,dim_project_documents,1,1,1
433,gold,cosential,dim_opportunity,security,stg_user_cosential_opportunity_relationship,1,1,1
434,gold,cosential,fact_project,cosential,dim_project_documents,1,1,1
435,gold,cosential,fact_project,security,stg_user_cosential_project_relationship,1,1,1
436,gold,security,dim_active_directory_user,security,stg_user_cosential_opportunity_relationship,1,1,1
437,gold,security,dim_active_directory_user,security,stg_user_cosential_project_relationship,1,1,1
438,gold,NULL,NULL,operation_financials,fact_account_balance_monthly_detail,1,1,1
439,gold,NULL,NULL,operation_financials,fact_account_balance_monthly_header,1,1,1
440,gold,conformed,dim_date,operation_financials,fact_account_balance_monthly_detail,1,1,1
441,gold,conformed,dim_date,operation_financials,fact_account_balance_monthly_header,1,1,1
442,gold,conformed,dim_project,operation_financials,fact_account_balance_monthly_detail,1,1,1
443,gold,conformed,dim_project,operation_financials,fact_account_balance_monthly_header,1,1,1
444,gold,operation_financials,dim_account_master,operation_financials,fact_account_balance_monthly_detail,1,1,1
445,gold,operation_financials,dim_account_master,operation_financials,fact_account_balance_monthly_header,1,1,1
446,gold,operation_financials,fact_account_balance,operation_financials,fact_account_balance_monthly_detail,1,1,1
447,gold,operation_financials,fact_account_balance,operation_financials,fact_account_balance_monthly_header,1,1,1
448,gold,NULL,NULL,heavyjob,fact_equip_detail,1,1,1
449,gold,NULL,NULL,heavyjob,fact_labor_detail,1,1,1
450,gold,conformed,dim_date,heavyjob,fact_equip_detail,1,1,1
451,gold,conformed,dim_date,heavyjob,fact_labor_detail,1,1,1
452,gold,conformed,dim_project,heavyjob,fact_equip_detail,1,1,1
453,gold,conformed,dim_project,heavyjob,fact_labor_detail,1,1,1
454,gold,safety,dim_body_part,safety,fact_event_task,1,1,1
455,gold,safety,dim_date,safety,fact_event_task,1,1,1
456,gold,safety,dim_injury_cause,safety,fact_event_task,1,1,1
457,gold,safety,dim_obs_project,safety,fact_event_task,1,1,1
458,gold,safety,dim_reporter_and_assignor,safety,fact_event_task,1,1,1
459,gold,NULL,NULL,safety,dim_injury_cause,1,1,1
460,gold,NULL,NULL,safety,dim_obs_project,1,1,1
461,gold,NULL,NULL,operation_financials_v,fact_project_billing_current_v,1,1,1
462,gold,NULL,NULL,operation_financials_v,fact_project_cash_position_current_v,1,1,1
463,gold,NULL,NULL,project_management,dim_change_order,1,1,1
464,gold,NULL,NULL,project_management,dim_change_order_description,1,1,1
465,gold,NULL,NULL,project_management,dim_cost_category,1,1,1
466,gold,NULL,NULL,project_management,dim_cost_item,1,1,1
467,gold,NULL,NULL,project_management,dim_cost_item_characteristic_type_list,1,1,1
468,gold,NULL,NULL,project_management,dim_forecast_method,1,1,1
469,gold,NULL,NULL,project_management,dim_forecast_snapshot,1,1,1
470,gold,NULL,NULL,project_management,dim_pay_item,1,1,1
471,gold,NULL,NULL,project_management,dim_unit_of_measure,1,1,1
472,gold,NULL,NULL,project_management,fact_actuals,1,1,1
473,gold,NULL,NULL,project_management,fact_change_order_pay_item,1,1,1
474,gold,NULL,NULL,project_management,fact_committed_cost_summary,1,1,1
475,gold,NULL,NULL,project_management,fact_control_budget,1,1,1
476,gold,NULL,NULL,project_management,fact_current_project_forecast,1,1,1
477,gold,NULL,NULL,project_management,fact_estimates,1,1,1
478,gold,NULL,NULL,project_management,fact_forecast,1,1,1
479,gold,NULL,NULL,project_management,fact_pay_item,1,1,1
480,gold,NULL,NULL,project_management,fact_pay_item_earning,1,1,1
481,gold,NULL,NULL,project_mgmt_core,dim_acs,1,1,1
482,gold,conformed,dim_date,project_management,fact_change_order_pay_item,1,1,1
483,gold,conformed,dim_project,project_management,fact_actuals,1,1,1
484,gold,conformed,dim_project,project_management,fact_change_order_pay_item,1,1,1
485,gold,conformed,dim_project,project_management,fact_committed_cost_summary,1,1,1
486,gold,conformed,dim_project,project_management,fact_control_budget,1,1,1
487,gold,conformed,dim_project,project_management,fact_current_project_forecast,1,1,1
488,gold,conformed,dim_project,project_management,fact_estimates,1,1,1
489,gold,conformed,dim_project,project_management,fact_forecast,1,1,1
490,gold,conformed,dim_project,project_management,fact_pay_item,1,1,1
491,gold,conformed,dim_project,project_management,fact_pay_item_earning,1,1,1
492,gold,project_management,dim_change_order_description,project_management,fact_change_order_pay_item,1,1,1
493,gold,project_management,dim_cost_item,project_management,dim_cost_item_characteristic_type_list,1,1,1
494,gold,project_management,dim_cost_item,project_management,fact_actuals,1,1,1
495,gold,project_management,dim_cost_item,project_management,fact_committed_cost_summary,1,1,1
496,gold,project_management,dim_cost_item,project_management,fact_control_budget,1,1,1
497,gold,project_management,dim_cost_item,project_management,fact_current_project_forecast,1,1,1
498,gold,project_management,dim_cost_item,project_management,fact_estimates,1,1,1
499,gold,project_management,dim_cost_item,project_management,fact_forecast,1,1,1
500,gold,project_management,dim_cost_item,project_management,fact_pay_item_earning,1,1,1
501,gold,project_management,dim_forecast_method,project_management,fact_current_project_forecast,1,1,1
502,gold,project_management,dim_forecast_snapshot,project_management,fact_current_project_forecast,1,1,1
503,gold,project_management,dim_pay_item,project_management,fact_change_order_pay_item,1,1,1
504,gold,project_management,dim_pay_item,project_management,fact_pay_item,1,1,1
505,gold,project_management,dim_pay_item,project_management,fact_pay_item_earning,1,1,1
506,gold,project_management,dim_unit_of_measure,project_management,fact_control_budget,1,1,1
507,gold,project_management,dim_unit_of_measure,project_management,fact_pay_item,1,1,1
508,gold,project_management,dim_wbs,project_management,fact_actuals,0,1,1
509,gold,project_management,dim_wbs,project_management,fact_committed_cost_summary,0,1,1
424,gold,cosential,fact_project,cosential,dim_project_descriptions,1,1,1
425,gold,cosential,fact_project,cosential,dim_project_owner_client,1,1,1
426,gold,cosential,fact_project,cosential,dim_project_owner_client_contacts,1,1,1
427,gold,cosential,fact_project,cosential,dim_project_reference_testimonials,1,1,1
428,gold,cosential,fact_project,cosential,dim_service_types,1,1,1
510,gold,project_management,dim_wbs,project_management,fact_control_budget,0,1,1
511,gold,project_management,dim_wbs,project_management,fact_current_project_forecast,0,1,1
512,gold,project_management,dim_wbs,project_management,fact_estimates,0,1,1
513,gold,project_management,dim_wbs,project_management,fact_forecast,0,1,1
514,gold,project_management,dim_wbs,project_management,fact_pay_item_earning,0,1,1
515,gold,project_mgmt_core,dim_acs,project_management,fact_actuals,1,1,1
516,gold,project_mgmt_core,dim_acs,project_management,fact_committed_cost_summary,1,1,1
517,gold,project_mgmt_core,dim_acs,project_management,fact_control_budget,1,1,1
518,gold,project_mgmt_core,dim_acs,project_management,fact_current_project_forecast,1,1,1
519,gold,project_mgmt_core,dim_acs,project_management,fact_estimates,1,1,1
520,gold,project_mgmt_core,dim_acs,project_management,fact_forecast,1,1,1
521,gold,project_mgmt_core,dim_acs,project_management,fact_pay_item_earning,1,1,1
522,gold,NULL,NULL,project_management,dim_forecast_notes,0,1,1
523,gold,NULL,NULL,project_management,dim_cor,1,1,1
524,gold,NULL,NULL,project_management,dim_cco,1,1,1
525,gold,NULL,NULL,project_management,dim_issue,1,1,1
526,gold,NULL,NULL,project_management,fact_budget_log,1,1,1
527,gold,NULL,NULL,project_management,fact_cco_log,1,1,1
528,gold,NULL,NULL,project_management,fact_change_order_cost,1,1,1
529,gold,NULL,NULL,project_management,fact_change_order_detail,1,1,1
530,gold,NULL,NULL,project_management,fact_cor_log,1,1,1
531,gold,NULL,NULL,project_management,fact_issues_log,1,1,1
532,gold,NULL,NULL,project_management,sat_current_budget_cost_item_category,1,1,1
533,gold,NULL,NULL,project_management,sat_orignial_budget_cost_item_category,1,1,1
534,gold,conformed,dim_project,project_management,fact_budget_log,1,1,1
535,gold,conformed,dim_project,project_management,fact_cco_log,1,1,1
536,gold,conformed,dim_project,project_management,fact_change_order_cost,1,1,1
537,gold,conformed,dim_project,project_management,fact_change_order_detail,1,1,1
538,gold,conformed,dim_project,project_management,fact_cor_log,1,1,1
539,gold,conformed,dim_project,project_management,fact_issues_log,1,1,1
540,gold,conformed,dim_project,project_management,sat_current_budget_cost_item_category,1,1,1
541,gold,conformed,dim_project,project_management,sat_orignial_budget_cost_item_category,1,1,1
542,gold,project_management,dim_cco,project_management,fact_budget_log,1,1,1
543,gold,project_management,dim_cco,project_management,fact_cco_log,1,1,1
544,gold,project_management,dim_cco,project_management,fact_cor_log,1,1,1
545,gold,project_management,dim_cco,project_management,fact_issues_log,1,1,1
546,gold,project_management,dim_change_order,project_management,fact_budget_log,1,1,1
547,gold,project_management,dim_change_order,project_management,fact_change_order_cost,1,1,1
548,gold,project_management,dim_change_order,project_management,fact_change_order_detail,1,1,1
549,gold,project_management,dim_cor,project_management,fact_budget_log,1,1,1
550,gold,project_management,dim_cor,project_management,fact_cor_log,1,1,1
551,gold,project_management,dim_cor,project_management,fact_issues_log,1,1,1
552,gold,project_management,dim_cost_category,project_management,fact_budget_log,1,1,1
553,gold,project_management,dim_cost_category,project_management,sat_current_budget_cost_item_category,1,1,1
554,gold,project_management,dim_cost_category,project_management,sat_orignial_budget_cost_item_category,1,1,1
555,gold,project_management,dim_cost_item,project_management,fact_budget_log,1,1,1
556,gold,project_management,dim_cost_item,project_management,fact_change_order_cost,1,1,1
557,gold,project_management,dim_cost_item,project_management,sat_current_budget_cost_item_category,1,1,1
558,gold,project_management,dim_cost_item,project_management,sat_orignial_budget_cost_item_category,1,1,1
559,gold,project_management,dim_issue,project_management,fact_budget_log,1,1,1
560,gold,project_management,dim_issue,project_management,fact_issues_log,1,1,1
561,gold,project_mgmt_core,dim_acs,project_management,fact_budget_log,1,1,1
562,gold,project_mgmt_core,dim_acs,project_management,fact_change_order_cost,1,1,1
563,gold,schedule,fact_task,schedule_v,fact_task_current_v,1,1,1
564,gold,NULL,NULL,conformed,dim_project_org_hierarchy,NULL,1,1
581,gold,NULL,NULL,mpr,stg_contract_summary,NULL,1,1
582,gold,NULL,NULL,mpr,stg_pcco_detail,NULL,1,1
583,gold,NULL,NULL,mpr,stg_cors_detail,NULL,1,1
584,gold,conformed,dim_project,mpr,stg_contract_summary,NULL,1,1
585,gold,conformed,dim_project,mpr,stg_pcco_detail,NULL,1,1
586,gold,conformed,dim_project,mpr,stg_cors_detail,NULL,1,1
587,gold,mpr,stg_contract_summary,mpr,data_import_log,1,1,1
588,gold,mpr,stg_cors_detail,mpr,data_import_log,1,1,1
589,gold,mpr,stg_pcco_detail,mpr,data_import_log,1,1,1
590,gold,prolog,fact_change_order_requests,mpr,stg_cors_detail,NULL,1,1
591,gold,prolog,fact_contracts,mpr,stg_contract_summary,NULL,1,1
592,gold,prolog,fact_pccos,mpr,stg_contract_summary,NULL,1,1
593,gold,prolog,fact_change_order_requests,mpr,stg_contract_summary,NULL,1,1
594,gold,prolog,fact_pccos,mpr,stg_pcco_detail,NULL,1,1
595,gold,prolog,fact_potential_change_orders,mpr,stg_contract_summary,NULL,1,1
596,gold,prolog,fact_potential_change_orders,mpr,stg_cors_detail,NULL,1,1
597,gold,NULL,NULL,mpr,stg_active_projects,NULL,1,1
598,gold,conformed,dim_project,mpr,stg_active_projects,NULL,1,1
599,gold,mpr,stg_active_projects,mpr,data_import_log,1,1,1
602,gold,NULL,NULL,user_communication,data_warehouse_release_notes,1,1,1
603,gold,NULL,NULL,operation_financials,missed_timecard_report,1,1,1
604,gold,NULL,NULL,project_management,brdg_work_package_component,1,1,1
605,gold,NULL,NULL,project_management,brdg_work_package_cost_item,1,1,1
606,gold,NULL,NULL,project_management,dim_claiming_scheme,1,1,1
607,gold,NULL,NULL,project_management,dim_claiming_scheme_step,1,1,1
608,gold,NULL,NULL,project_management,dim_commodity,1,1,1
609,gold,NULL,NULL,project_management,dim_component,1,1,1
610,gold,NULL,NULL,project_management,dim_craft,1,1,1
611,gold,NULL,NULL,project_management,dim_daily_plan,1,1,1
612,gold,NULL,NULL,project_management,dim_discipline,1,1,1
613,gold,NULL,NULL,project_management,dim_time_card,1,1,1
614,gold,NULL,NULL,project_management,dim_trade,1,1,1
615,gold,NULL,NULL,project_management,dim_union,1,1,1
616,gold,NULL,NULL,project_management,dim_user,1,1,1
617,gold,NULL,NULL,project_management,dim_work_package,1,1,1
